word,synonym
strike,hit
feel,finger
finger,thumb
palpate,feel
handle,palm
guide,run
guide,draw
guide,pass
seize,prehend
seize,clutch
take,get_hold_of
bring_out,get_out
take_in,gather_in
calve,break_up
collar,nail
collar,apprehend
collar,arrest
collar,pick_up
collar,nab
collar,cop
get,catch
get,capture
grasp,hold_on
cling,hang
hold,take_hold
hold,support
hold,sustain
hold,hold_up
pleat,plicate
buoy,buoy_up
prop_up,prop
prop_up,shore_up
prop_up,shore
jack,jack_up
brace,steady
brace,stabilize
brace,stabilise
cling_to,hold_close
cling_to,hold_tight
cling_to,clutch
stopper,stopple
cling,cleave
cling,adhere
cling,stick
cling,cohere
haemagglutinate,hemagglutinate
flip,flip_over
flip,turn_over
twist,twine
twist,distort
curl,wave
crimp,crape
crimp,frizzle
crimp,frizz
crimp,kink_up
crimp,kink
twiddle,fiddle_with
wield,handle
wield,manage
operate,control
caress,fondle
probe,dig_into
probe,poke_into
interpenetrate,permeate
penetrate,perforate
sneak_in,creep_in
permeate,pervade
permeate,penetrate
permeate,interpenetrate
permeate,diffuse
permeate,imbue
permeate,riddle
spiritize,spiritise
jab,prod
jab,stab
jab,poke
jab,dig
stab,jab
prod,incite
prod,egg_on
nudge,poke_at
nudge,prod
knife,stab
maul,mangle
massage,rub_down
massage,knead
dab,pat
dab,swab
dab,swob
daub,smear
knead,work
butt,bunt
hit,strike
hit,impinge_on
hit,run_into
hit,collide_with
spang,bang
knock,strike_hard
bump,knock
down,knock_down
down,cut_down
down,push_down
down,pull_down
run_into,bump_into
run_into,jar_against
run_into,butt_against
run_into,knock_against
graze,crease
graze,rake
goad,prick
snap,click
snap,flick
slam,bang
lam_into,tear_into
lam_into,lace_into
lam_into,pitch_into
lam_into,lay_into
slam,flap_down
slam,bang
pull_back,draw
peck,pick
peck,beak
chuck,pat
swab,swob
dredge,drag
vacuum,vacuum-clean
vacuum,hoover
sanitize,sanitise
sanitize,hygienize
sanitize,hygienise
steam,steam_clean
simonize,Simonize
simonize,Simonise
polish,smooth
polish,smoothen
polish,shine
slick,sleek
buff,burnish
buff,furbish
dull,blunt
skim_over,skim
squeak_by,squeak_through
tap,tip
shave,trim
fillet,filet
plane,shave
puree,strain
sponge_down,sponge_off
rub,fray
rub,fret
rub,chafe
rub,scratch
scrub,scour
scour,abrade
bedaub,besmear
smear,blur
smear,smudge
smear,smutch
smirch,besmirch
muddy,muddy_up
smooth,smoothen
chafe,excoriate
abrade,corrade
abrade,abrase
abrade,rub_down
abrade,rub_off
wear_away,wear_off
slice,slice_up
amputate,cut_off
resect,eviscerate
carve,cut_up
swage,upset
carve,chip_at
cube,dice
chop,hack
axe,ax
chop,chop_up
fell,drop
fell,strike_down
fell,cut_down
poleax,poleaxe
log,lumber
nick,chip
nick,snick
chip,knap
chip,cut_off
chip,break_off
chip,chip_off
chip,come_off
chip,break_away
chip,break_off
peel_off,peel
peel_off,flake_off
peel_off,flake
hew,hew_out
rough-hew,roughcast
skim,skim_off
skim,cream_off
skim,cream
encrust,incrust
coat,cake
pare,trim
skin,peel
skin,pare
bark,skin
scale,descale
coat,surface
patinate,patinize
patinate,patinise
bonderize,bonderise
galvanize,galvanise
cobble,cobblestone
wallpaper,paper
varnish,seal
wash,rinse
shellac,shellack
rubberstamp,handstamp
postmark,frank
score,nock
score,mark
furrow,rut
furrow,groove
furrow,chamfer
furrow,chase
furrow,wrinkle
furrow,crease
fold,fold_up
fold,turn_up
wrinkle,ruckle
wrinkle,crease
wrinkle,crinkle
wrinkle,scrunch
wrinkle,scrunch_up
wrinkle,crisp
pucker,rumple
pucker,cockle
pucker,crumple
pucker,knit
pucker,ruck
pucker,ruck_up
buckle,crumple
purse,wrinkle
indent,dent
flex,bend
flex,deform
flex,twist
flex,turn
flex,bend
convolve,convolute
gouge,force_out
rout,gouge
scallop,scollop
suck_in,draw_in
rout,root
rout,rootle
hollow,hollow_out
hollow,core_out
cavern,cavern_out
cave,undermine
wrap,wrap_up
unwrap,undo
untie,unbrace
untie,unlace
gag,muzzle
untie,undo
untie,loosen
unloose,unloosen
tie,bind
tie_up,bind_off
tie_down,tie_up
tie_down,bind
tie_down,truss
faggot,fagot
faggot,faggot_up
faggot,fagot
fetter,shackle
manacle,cuff
manacle,handcuff
rope,leash
hopple,hobble
join,conjoin
close_up,close
anastomose,inosculate
anastomose,inosculate
match,mate
match,couple
match,pair
match,twin
mortice,mortise
mortise,mortice
disjoin,disjoint
disjoin,disjoint
disjoint,disarticulate
join,bring_together
ring,band
couple,couple_on
couple,couple_up
uncouple,decouple
break,break_off
break,snap_off
french,French
cut_off,chop_off
cut_off,lop_off
detach,come_off
detach,come_away
swaddle,swathe
pinion,shackle
restrain,encumber
restrain,cumber
restrain,constrain
restrain,confine
restrain,hold
impound,pound
pound,pound_up
gird,encircle
cinch,girth
bind,bandage
anchor,cast_anchor
anchor,drop_anchor
anchor,ground
moor,berth
moor,wharf
moor,berth
moor,tie_up
dry-dock,drydock
batten,batten_down
batten,secure
flush,level
flush,even_out
flush,even
strickle,strike
scrape,grate
replace,put_back
scratch,scrape
scratch,scratch_up
skin,scrape
dig,delve
dig,cut_into
dig,turn_over
excavate,dig
excavate,hollow
dig,dig_out
trench,ditch
scoop,scoop_out
scoop,lift_out
scoop,scoop_up
scoop,take_up
excavate,dig_up
excavate,turn_up
grub_up,grub_out
grope_for,scrabble
grope,fumble
browse,surf
search,seek
search,look_for
quest_for,go_after
quest_for,quest_after
quest_for,pursue
rifle,go
comb,ransack
fish,angle
mow,cut_down
reap,harvest
reap,glean
poll,pollard
snip,clip
snip,crop
snip,trim
snip,lop
snip,dress
snip,prune
snip,cut_back
top,pinch
scratch,engrave
scratch,grave
scratch,inscribe
engrave,etch
slash,gash
slash,cut_down
butcher,slaughter
stone,lapidate
zap,vaporize
destroy,put_down
saber,sabre
overlie,overlay
put_away,put_to_sleep
neutralize,neutralise
neutralize,liquidate
neutralize,waste
neutralize,knock_off
neutralize,do_in
exterminate,kill_off
hitch,catch
append,tag_on
append,tack_on
append,tack
append,hang_on
append,add_on
append,supplement
append,affix
sew,run_up
sew,sew_together
sew,stitch
gather,pucker
gather,tuck
baste,tack
tick,retick
scotch_tape,sellotape
glue,paste
whiteout,white_out
plank,plank_over
overlay,cover
aluminize,aluminise
submerge,drown
submerge,overwhelm
uncover,expose
pin_down,pin_up
peg,peg_down
fasten,fix
fasten,secure
close,shut
pen_up,fold
open,open_up
open,open_up
close,shut
coop_up,coop_in
lock_in,lock_away
lock_in,lock
lock_in,put_away
lock_in,shut_up
lock_in,shut_away
lock_in,lock_up
lock_in,seal_in
wring,wrench
wring_out,squeeze_out
wrench,twist
contort,deform
contort,distort
contort,wring
extract,pull_out
extract,pull
extract,pull_up
extract,take_out
extract,draw_out
press_out,express
press_out,extract
winkle,winkle_out
screw,drive_in
zip_up,zipper
zip_up,zip
seal,seal_off
caulk,calk
connect,link
connect,tie
connect,link_up
interconnect,interlink
tease,card
affix,stick_on
adhere,hold_fast
adhere,bond
adhere,bind
adhere,stick
adhere,stick_to
mask,block_out
string,thread
string,draw
string_out,spread_out
plaster,daub
plaster,plaster_over
plaster,stick_on
put_on,apply
slap_on,clap_on
slap_on,slam_on
prime,ground
prime,undercoat
net,nett
straighten,straighten_out
channelize,channelise
fray,frazzle
break,wear
break,wear_out
break,bust
break,fall_apart
break,bust
drop-kick,dropkick
kick_back,recoil
kick_back,kick
dropkick,drop-kick
punt,pole
atomize,atomise
spatter,splatter
spatter,plash
spatter,splash
spatter,splosh
spatter,swash
slosh,slush
slosh,slosh_around
slosh,slush_around
sprinkle,splash
sprinkle,splosh
squirt,force_out
squirt,squeeze_out
squirt,eject
drizzle,moisten
scatter,sprinkle
scatter,dot
scatter,dust
scatter,disperse
aerosolize,aerosolise
aerosolize,aerosolise
strew,straw
spread,distribute
spread,propagate
gather,garner
gather,collect
gather,pull_together
salvage,scavenge
muster,rally
muster,summon
muster,come_up
muster,muster_up
pick,pluck
pick,cull
birdnest,bird-nest
pluck,pull
pluck,tear
pluck,deplume
pluck,deplumate
pluck,displume
collect,pull_in
archive,file_away
scrape,scrape_up
scrape,scratch
scrape,come_up
aggregate,combine
unitize,unitise
beat_up,drum_up
beat_up,rally
lump,chunk
sandpaper,sand
ruffle,pleat
ruffle,ruffle_up
ruffle,rumple
ruffle,mess_up
compress,constrict
compress,squeeze
compress,compact
compress,contract
compress,press
bear_down,overbear
compress,compact
compress,pack_together
decompress,uncompress
tuck,insert
wall_in,wall_up
brick_in,brick_up
brick_in,brick_over
embower,bower
iron,iron_out
iron,press
roll_out,roll
ruffle,fluff
fluff_up,plump_up
fluff_up,shake_up
preen,plume
wipe,pass_over
wipe_off,wipe_away
wipe_up,mop_up
wipe_up,mop
sweep,broom
grate,grind
chrome,chromium-plate
goldplate,gold-plate
goldplate,gold_plate
silverplate,silver-plate
sock,bop
sock,whop
sock,whap
sock,bonk
sock,bash
beat,beat_up
beat,work_over
whip,lash
belabour,belabor
flagellate,scourge
get,catch
smash,nail
smash,boom
smash,blast
hole,hole_out
bunt,drag_a_bunt
dribble,carry
sandbag,stun
flog,welt
flog,whip
flog,lather
flog,lash
flog,slash
flog,strap
flog,trounce
cane,flog
cane,lambaste
cane,lambast
deck,coldcock
deck,dump
deck,knock_down
deck,floor
cream,bat
cream,clobber
cream,drub
cream,thrash
cream,lick
knock_cold,knock_out
knock_cold,kayo
rap,knap
thump,pound
thump,poke
smack,thwack
punch,plug
slug,slog
slug,swig
whack,wham
whack,whop
whack,wallop
pummel,pommel
pummel,biff
thrash,thresh
thrash,lam
thrash,flail
thrash,thresh
sledgehammer,sledge
cuff,whomp
clobber,baste
clobber,batter
buffet,buff
buffet,knock_about
buffet,batter
whisk,whip
beat,scramble
shuffle,ruffle
shuffle,mix
agitate,vex
agitate,disturb
agitate,commove
agitate,shake_up
agitate,stir_up
agitate,raise_up
roil,rile
muddle,puddle
spank,paddle
spank,larrup
plug_in,plug_into
plug_in,connect
unplug,disconnect
insert,infix
insert,enter
insert,introduce
cannulate,cannulize
cannulate,cannulise
cannulate,intubate
cannulate,canulate
instill,instil
plug,stop_up
plug,secure
close,fill_up
cork,cork_up
club,bludgeon
cudgel,fustigate
nuzzle,nose
embrace,hug
embrace,bosom
embrace,squeeze
cuddle,snuggle
cuddle,nestle
cuddle,nest
cuddle,nuzzle
cuddle,draw_close
nestle,snuggle
smooch,spoon
neck,make_out
sleep_together,roll_in_the_hay
sleep_together,love
sleep_together,make_out
sleep_together,make_love
sleep_together,sleep_with
sleep_together,get_laid
sleep_together,have_sex
sleep_together,know
sleep_together,do_it
sleep_together,be_intimate
sleep_together,have_intercourse
sleep_together,have_it_away
sleep_together,have_it_off
sleep_together,screw
sleep_together,fuck
sleep_together,jazz
sleep_together,eff
sleep_together,hump
sleep_together,lie_with
sleep_together,bed
sleep_together,have_a_go_at_it
sleep_together,bang
sleep_together,get_it_on
sleep_together,bonk
take,have
serve,service
deflower,ruin
seduce,score
seduce,make
copulate,mate
copulate,pair
copulate,couple
ride,mount
mongrelize,mongrelise
crossbreed,cross
crossbreed,hybridize
crossbreed,hybridise
crossbreed,interbreed
breed,cover
masturbate,wank
masturbate,fuck_off
masturbate,she-bop
masturbate,jack_off
masturbate,jerk_off
snog,kiss
snog,buss
snog,osculate
smack,peck
lick,lap
bring,get
bring,convey
bring,fetch
take_away,bear_off
take_away,bear_away
take_away,carry_away
take_away,carry_off
spirit_away,spirit_off
whisk_off,whisk_away
whisk,whisk_off
transmit,transfer
transmit,transport
transmit,channel
transmit,channelize
transmit,channelise
turn,release
send,send_out
mail,get_off
serve,process
serve,swear_out
catch,grab
catch,take_hold_of
recapture,retake
snatch,snatch_up
snatch,snap
swoop,swoop_up
reach,reach_out
intercept,stop
cut_off,cut_out
prickle,prick
pierce,thrust
pick,break_up
punch,perforate
bore,drill
transfix,impale
transfix,empale
transfix,spike
skewer,spit
horn,tusk
sting,bite
sting,prick
snap_at,bite_off
bite,seize_with_teeth
brandish,flourish
brandish,wave
press,push
pull,draw
pull,force
give,yield
transport,carry
cart_off,cart_away
cart_off,haul_off
cart_off,haul_away
airlift,lift
pluck,plunk
pluck,pick
shlep,schlep
shlep,pull_along
trail,train
lug,tote
lug,tug
haul,hale
haul,cart
haul,drag
bowse,bouse
hoist,lift
hoist,wind
trice,trice_up
trice,trice_up
hoist,run_up
heave,heave_up
heave,heft
heave,heft_up
weigh_anchor,weigh_the_anchor
nip,nip_off
nip,clip
nip,snip
nip,snip_off
pinch,squeeze
pinch,twinge
pinch,tweet
pinch,nip
pinch,twitch
crimp,pinch
percolate,sink_in
percolate,permeate
percolate,filter
filter,filtrate
filter,strain
filter,separate_out
filter,filter_out
sift,sieve
sift,strain
sieve,sift
riddle,screen
winnow,fan
compound,combine
sulfurette,sulphurette
mix,mingle
mix,commix
mix,unify
mix,amalgamate
blend,intermix
blend,immingle
blend,intermingle
entangle,tangle
entangle,mat
entangle,snarl
enmesh,mesh
enmesh,ensnarl
disentangle,unsnarl
disentangle,straighten_out
tease,tease_apart
tease,loosen
arrange,set_up
pair,geminate
pair,geminate
catenate,catenulate
dress,decorate
border,adjoin
border,edge
border,abut
border,march
border,butt
border,butt_against
border,butt_on
surround,environ
surround,ring
surround,skirt
surround,border
girdle,gird
evict,force_out
eject,chuck_out
eject,exclude
eject,turf_out
eject,boot_out
eject,turn_out
superimpose,superpose
superimpose,lay_over
invite,ask_in
receive,take_in
receive,invite
kidnap,nobble
kidnap,abduct
kidnap,snatch
shanghai,impress
commandeer,hijack
commandeer,highjack
commandeer,pirate
scramble,jumble
scramble,throw_together
putter,potter
putter,potter_around
putter,putter_around
putter,mess_around
putter,potter
putter,tinker
putter,monkey
putter,monkey_around
putter,muck_about
putter,muck_around
muss,tussle
tousle,dishevel
tousle,tangle
range,array
range,lay_out
range,set_out
let_go_of,let_go
let_go_of,release
let_go_of,relinquish
bring_out,let_out
unleash,let_loose
unleash,loose
free,disengage
suffocate,stifle
suffocate,asphyxiate
suffocate,choke
obstruct,obturate
obstruct,impede
obstruct,occlude
obstruct,jam
obstruct,block
obstruct,close_up
dam,dam_up
shut_off,block_off
shut_off,close_off
screen,block_out
land_up,earth_up
barricade,block
barricade,blockade
barricade,stop
barricade,block_off
barricade,block_up
barricade,bar
clog,choke_off
clog,clog_up
clog,back_up
clog,congest
clog,choke
clog,foul
stuff,lug
stuff,choke_up
stuff,block
silt_up,silt
unstuff,loosen_up
capture,catch
trap,entrap
trap,snare
trap,ensnare
trap,trammel
hang,hang_up
containerize,containerise
enshrine,shrine
pack,load_down
pack,bundle
pack,wad
pack,compact
compact,pack
bunch,bunch_up
bunch,bundle
